bug_id,creation_ts,Assignee,Description
433373,4/24/2014 5:14,noopur_gupta,"[1.8][rename] NPE on renaming the functional method package p1;public class C1 {	FI fi1 = (int i) -> {};}interface FI {	void foo(int i); // Rename 'foo' to 'foo1' using Alt+Shift+R}class Test {	void foo1(int c){}	}--------------------------------------------------------In the above example rename 'foo' to 'foo1' using Alt+Shift+R as mentioned in the comment. Renaming fails and we get the following exception:java.lang.reflect.InvocationTargetException	at org.eclipse.jface.operation.ModalContext.run(ModalContext.java:423)	at org.eclipse.ui.internal.WorkbenchWindow$13.run(WorkbenchWindow.java:2075)	at org.eclipse.swt.custom.BusyIndicator.showWhile(BusyIndicator.java:70)	at org.eclipse.ui.internal.WorkbenchWindow.run(WorkbenchWindow.java:2071)	at org.eclipse.jdt.internal.ui.refactoring.RefactoringExecutionHelper.perform(RefactoringExecutionHelper.java:191)	at org.eclipse.jdt.internal.ui.refactoring.RefactoringExecutionHelper.perform(RefactoringExecutionHelper.java:151)	at org.eclipse.jdt.ui.refactoring.RenameSupport.perform(RenameSupport.java:198)	at org.eclipse.jdt.internal.ui.refactoring.reorg.RenameLinkedMode.doRename(RenameLinkedMode.java:362)	at org.eclipse.jdt.internal.ui.refactoring.reorg.RenameLinkedMode$EditorSynchronizer.left(RenameLinkedMode.java:119)	at org.eclipse.jface.text.link.LinkedModeModel.exit(LinkedModeModel.java:341)	at org.eclipse.jface.text.link.LinkedModeUI$4.run(LinkedModeUI.java:1193)	at org.eclipse.swt.widgets.RunnableLock.run(RunnableLock.java:35)......Caused by: java.lang.NullPointerException	at org.eclipse.jdt.core.search.SearchPattern.createPattern(SearchPattern.java:1880)	at org.eclipse.jdt.internal.corext.refactoring.RefactoringSearchEngine.createOrPattern(RefactoringSearchEngine.java:201)	at org.eclipse.jdt.internal.corext.refactoring.rename.RenameMethodProcessor.batchFindNewOccurrences(RenameMethodProcessor.java:590)	at org.eclipse.jdt.internal.corext.refactoring.rename.RenameMethodProcessor.analyzeRenameChanges(RenameMethodProcessor.java:540)	at org.eclipse.jdt.internal.corext.refactoring.rename.RenameMethodProcessor.doCheckFinalConditions(RenameMethodProcessor.java:388)	at org.eclipse.jdt.internal.corext.refactoring.rename.RenameVirtualMethodProcessor.doCheckFinalConditions(RenameVirtualMethodProcessor.java:146)	at org.eclipse.jdt.internal.corext.refactoring.rename.JavaRenameProcessor.checkFinalConditions(JavaRenameProcessor.java:48)	at org.eclipse.ltk.core.refactoring.participants.ProcessorBasedRefactoring.checkFinalConditions(ProcessorBasedRefactoring.java:224)	at org.eclipse.ltk.core.refactoring.Refactoring.checkAllConditions(Refactoring.java:162)	at org.eclipse.jdt.internal.ui.refactoring.RefactoringExecutionHelper$Operation.run(RefactoringExecutionHelper.java:80)	at org.eclipse.jdt.internal.core.BatchOperation.executeOperation(BatchOperation.java:39)	at org.eclipse.jdt.internal.core.JavaModelOperation.run(JavaModelOperation.java:729)	at org.eclipse.core.internal.resources.Workspace.run(Workspace.java:2333)	at org.eclipse.jdt.core.JavaCore.run(JavaCore.java:5357)	at org.eclipse.jdt.internal.ui.actions.WorkbenchRunnableAdapter.run(WorkbenchRunnableAdapter.java:106)	at org.eclipse.jface.operation.ModalContext$ModalContextThread.run(ModalContext.java:122)"
433404,4/24/2014 8:52,jarthana,[1.8] ICompilationUnit#findElements(IJavaElement) doesn't find LambdaExpression IType org.eclipse.jdt.internal.core.CompilationUnit#findElements(IJavaElement) doesn't find the corresponding element for a LambdaExpression.The problem is that it calls Member#getType(String int) which doesn't work for LambdaExpressions and returns a nonexistent SourceType. This eventually caused the NPE in bug 433373.In that specific situation the fix for bug 433373 will hide this problem.Nevertheless for 4.5 the findElements API should specify that it can't be used to find ITypes whose #isLambda() returns true and the implementation should return null. It should also specify that it returns null for an ILocalVariable.
433455,4/24/2014 14:58,markus.kell.r,StandardVMType.generateLibraryInfo() failed to detect libraries Oracle JRockit VM [Luna] After upgrading to Luna we notice the JDT code we are using to detect installed VM throw error on Oracle JRockit VM. After some debugging it seems caused by the logic in StandardVMType.generateLibraryInfo() where following command is executed with the JVM to list the libraries:E:\WLS1036\jrockit_160_29_D1.2.0-10\bin\java.exe -Xmx4m -classpath D:\kepler\workspace_luna_src\.metadata\.plugins\org.eclipse.pde.core\New_configuration\org.eclipse.osgi\489\0\.cp\lib\launchingsupport.jar org.eclipse.jdt.internal.launching.support.LibraryDetectorNotice the VM argument -Xmx4m is the one causing problem.On Jrockit it ends up with[ERROR] Argument error: -Xmx4m[ERROR] Specified maximum heap size (4MB) is less than minimum required (16MB).Could not create the Java virtual machine.To Reproduce:- Download and install JRockit from http://www.oracle.com/technetwork/java/javase/downloads/java-archive-downloads-jrockit-2192437.html- In Preference \ Java \ Installed JRE- Add the JRockit from installation location
433458,4/24/2014 15:08,srikanth_sankaran,[1.8][compiler] Eclipse accepts lambda expression with potentially uninitialized arguments Not sure if this is a bug with Eclipse's Java implementation or Oracle's. Former compiler accepts the below code while latter rejects (Test.java:13: error: variable mComparator1 might not have been initialized).--import java.util.Comparator;class Test { // 'final' keyword causes error final Comparator mComparator1; Comparator mComparator2 =// new Comparator() {// public int compare(Object pObj1 Object pObj2) {// return mComparator1.compare(pObj1 pObj2);// }// }; (pObj1 pObj2) -> mComparator1.compare(pObj1 pObj2); Test() {mComparator1 = Comparator.naturalOrder();}}
433500,4/25/2014 5:59,jarthana,[templates] Add variables for inner and outer expressions Created attachment 242323Concept of postfix templatesThis bug discusses the implementation/extension of the Eclipse template system to support postfix code completion.A summary of the concept of postfix code completion is described here: http://goo.gl/UdXIKFI have regularly used IntelliJ for the last two month to determine if postfix code completion enables major increase in productivity. The bottom line is that some of the postfix templates of IntelliJ really save a lot of time and key strokes. Especially the templates .var .field .for and some others lead to a very good developer experience.I'm aware of bugs like https://bugs.eclipse.org/bugs/show_bug.cgi?id=427201 and the discussed solutions using shortcuts for those purposes but...1.) Using shortcuts needs the developer almost every time to leave the home position (asdf jkl; respectively asdf jkl??) of the keyboard which costs a lot of time in the long run and also disrupts the typing flow2.) Remembering dozens of advanced shortcuts is hard3.) Discovering advanced shortcuts is sometimes even harderFurthermore the existing template concept of Eclipse to achieve auto code generation as described in the above-mentioned bug is also inconvenient and not a time saving action (1. selecting the line 2. invoking the content assist using Ctrl+Space 3. selecting and applying the template using arrow keys)Summing up I really would love to see postfix code completion in Eclipse.I am willing to implement this feature and therefore I have already digged into the sources of the template system of Eclipse and JDT.The attached image may be considered as a rough concept of postfix templates. I will try to implement a prototype plug-in which meets these requirements hopefully without the need to touch existing code and I will come up with a prototype/proof of concept or at least new findings within the next week.Sidenote: Analyzing existing code completion techniques in general and Eclipse-specific techniques is the topic of my bachelor thesis which is supervised by Marco Descher. A major part of the bachelor thesis also describes the implementation of a postfix code completion plug-in for Eclipse.
433503,4/25/2014 6:36,markus.kell.r,"Use OrderedTestSuite instead of listing all test methods again Some jdt.core tests use an error-prone method to guarantee test execution order. E.g. JavaSearchBugsTests and JavaSearchBugs8Tests list all test methods again in the suite() method implementation.1. This hack should not be applied without an understanding why the tests fail when they are executed in random order.2. Instead of listing all test methods again you should at least use a utility like return new OrderedTestSuite(JavaSearchBugs8Tests.class);or just return buildModelTestSuite(JavaSearchBugs8Tests.class ALPHABETICAL_SORT)without the ""if (TESTS_PREFIX != null || ..."" before."
433588,4/27/2014 8:45,srikanth_sankaran,"[1.8][compiler] ECJ compiles an ambiguous call in the presence of an unrelated unused method. This is making my head hurt. This bug report was supposed to be about mark occurrences and find references disagreeing about whether a method was called or not but I must have made a mistake preparing the test case because it turned into this instead.Using this code:package mark.occurrences.find.references;import java.io.IOException;import java.nio.file.Files;import java.nio.file.Paths;import java.util.function.Consumer;import java.util.stream.Stream;public class Disagree {	private interface StreamyBase<T E extends Exception> {		@SuppressWarnings(""unused"")		default void forEachOrdered(Consumer<? super T> action) throws E {}	}	abstract private static class AbstractStream<T E extends Exception STREAM SELF extends AbstractStream<T E STREAM SELF CONSUMER> CONSUMER>	 implements StreamyBase<T E> {		@SuppressWarnings(""unused"")		public void forEachOrdered(CONSUMER action) throws E {}		// remove this method with a warning about it being unused:		public final @SafeVarargs void forEachOrdered(Consumer<? super T> action Consumer<? super T>... actions) throws E {}	}	private static class UnStream<T> extends	 AbstractStream<T RuntimeException Stream<T> UnStream<T> Consumer<? super T>> {}	private static class IOStream<T> extends	 AbstractStream<T IOException Stream<T> IOStream<T> IOConsumer<? super T>> {}	@FunctionalInterface	private interface ExConsumer<T E extends Exception> {		void accept(T t1) throws E;	}	@FunctionalInterface	private interface IOConsumer<T> extends ExConsumer<T IOException> {}	public static void tests1(IOStream<String> lines1 UnStream<String> lines2) throws IOException {		IOConsumer<? super String> action = s -> Files.isHidden(Paths.get(s));		Consumer<? super String> action2 = s -> System.out.println(s);		lines1.forEachOrdered(action);		lines1.forEachOrdered(action2);		lines2.forEachOrdered(action2);		// After removal these two become ambiguous:		lines1.forEachOrdered(s -> Files.isHidden(Paths.get(s)));		lines1.forEachOrdered(s -> System.out.println(s));	}}Removing the method indicated in the code above causes two of the forEachOrdered method calls to become ambiguous.Is there an undiagnosed problem in the code? Or is an unused method that is acting as a tie-breaker truly unused? You decide!"
433591,4/27/2014 9:04,markus.kell.r,"[1.8][clean up][quick assist] ""Convert anonymous to lambda"" considers overridden method as ambiguous target type ""Convert anonymous to lambda"" considers overridden method as ambiguous target type after bug 423439.One example is in org.eclipse.jface.viewers.SWTFocusCellManager#hookListener(ColumnViewer):private void hookListener(final ColumnViewer viewer) {//...	viewer.addSelectionChangedListener(new ISelectionChangedListener() {		@Override		public void selectionChanged(SelectionChangedEvent event) {			if( event.selection.isEmpty() ) {				setFocusCell(null);			}		}	});The addSelectionChangedListener(..) method is declared in ISelectionProvider and overridden in Viewer."
433605,4/27/2014 16:41,Lars.Vogel,[CSS] [dark theme] Provide reasonable JDT defaults for syntax color in the dark theme Dani Markus I can prepare a Gerrit review for JDT based on https://git.eclipse.org/c/platform/eclipse.platform.ui.git/commit/?id=ddc1935b78481a9b74b071390c3a45072485a632Please point me to your preferred plug-ins for adding this.
433715,4/28/2014 17:51,markus.kell.r,"[1.8][inline] NPE when inlining a local variable Trying to inline the local variable indicated in this code causes an Internal Error caused by a NPE to be logged:import java.io.IOException;import java.util.function.Predicate;class DeadBeef {	private interface IOPredicate<T> {		boolean test(T t1) throws IOException;	}	@SuppressWarnings(""unused"")	private static abstract class AbstractStream<T SELF extends AbstractStream<T SELF PREDICATE> PREDICATE> {		@SuppressWarnings(""null"") SELF filter(PREDICATE allowed) {			return null;		} @SuppressWarnings(""null"") final @SafeVarargs SELF filter(Predicate<? super T> allow Predicate<? super T>... allowed) {			return null;		}	}	private static class IOStream<T> extends AbstractStream<T IOStream<T> IOPredicate<? super T>> {}	static IOStream<String> main(IOStream<String> a) {		// Trying to inline this variable causes an Internal Error:		IOPredicate<String> allowed = word -> true;		return a.filter(allowed);	}}Here is the full stack trace:Caused by: java.lang.NullPointerException	at org.eclipse.jdt.internal.corext.dom.ASTNodes$AmbiguousTargetMethodAnalyzer.visit(ASTNodes.java:727)	at org.eclipse.jdt.internal.corext.dom.ASTNodes.isTargetAmbiguous(ASTNodes.java:679)	at org.eclipse.jdt.internal.corext.dom.ASTNodes.getExplicitCast(ASTNodes.java:606)	at org.eclipse.jdt.internal.corext.refactoring.code.InlineTempRefactoring.getModifiedInitializerSource(InlineTempRefactoring.java:383)	at org.eclipse.jdt.internal.corext.refactoring.code.InlineTempRefactoring.getInitializerSource(InlineTempRefactoring.java:349)	at org.eclipse.jdt.internal.corext.refactoring.code.InlineTempRefactoring.inlineTemp(InlineTempRefactoring.java:327)	at org.eclipse.jdt.internal.corext.refactoring.code.InlineTempRefactoring.createChange(InlineTempRefactoring.java:308)	at org.eclipse.ltk.core.refactoring.CreateChangeOperation.run(CreateChangeOperation.java:124)	at org.eclipse.ltk.core.refactoring.PerformChangeOperation.run(PerformChangeOperation.java:209)	at org.eclipse.core.internal.resources.Workspace.run(Workspace.java:2333)	at org.eclipse.ltk.internal.ui.refactoring.WorkbenchRunnableAdapter.run(WorkbenchRunnableAdapter.java:87)	at org.eclipse.jface.operation.ModalContext$ModalContextThread.run(ModalContext.java:122)Tested with Eclipse SDKVersion: Luna (4.4)Build id: I20140422-0800and JDT UI built from HEAD just now."
433735,4/29/2014 4:49,srikanth_sankaran,"[1.8] Discrepancy with javac when dealing with local classes in lambda expressions The following class is accepted by eclipse while it is rejected by javac with the errorcannot reference this before super type constructor has been called.--------------------->import java.util.function.Supplier;class E {	E(Supplier<Object> factory) { }}public class Y extends E {	Y() {		super( () -> {			class Z extends E {				Z() {					super(new Supplier<Object>() {						@Override						public Object get() {							// TODO Auto-generated method stub							return new Object();						}					});				}			} 			return new Z();			});	}	public static void main(String[] args) {		new Y();	}}----------------------------->Not sure if it's a bug in eclipse or javac."
433747,4/29/2014 6:09,srikanth_sankaran,[compiler] TYPE Annotation allowed in package-info instead of only PACKAGE The Eclipse Java Compiler allows to annotate the package in package-info.java with annotations of ElementType.TYPE. With Java7 this was working fine but alo there the Oracle Java Compiler raised an error.With Java8 the implementation of class Class does no longer load the annotations of ElementType.TYPE for the package-info. Only annotations of ElementType.PACKAGe are found and also accepted from the Oracle Java Compiler.
433754,4/29/2014 8:20,noopur_gupta,"CCE in QuickAssistProcessor#getConvertEnhancedForLoopProposal Taken from bug 426967 comment #2:class E {	private void foo() {		for (String str : new String[1]) {		}	}}Press Ctrl+1 at ""str"" we get the exception:java.lang.ClassCastException: org.eclipse.jdt.core.dom.SimpleType cannot be cast to org.eclipse.jdt.core.dom.ArrayType	at org.eclipse.jdt.internal.ui.text.correction.QuickAssistProcessor.getConvertEnhancedForLoopProposal(QuickAssistProcessor.java:2588)	at org.eclipse.jdt.internal.ui.text.correction.QuickAssistProcessor.getAssists(QuickAssistProcessor.java:281)	at org.eclipse.jdt.internal.ui.text.correction.JavaCorrectionProcessor$SafeAssistCollector.safeRun(JavaCorrectionProcessor.java:403)	at org.eclipse.jdt.internal.ui.text.correction.JavaCorrectionProcessor$SafeCorrectionProcessorAccess.run(JavaCorrectionProcessor.java:339)..."
433825,4/30/2014 5:34,sasikanth.bharadwaj,"[1.8][compiler] Internal compiler error: NullPointerException in AllocationExpression#resolvePart3 Created attachment 242527Source fileThe attached java class crashes the compiler with an NPE (in Eclipse 3.8.2 and javac compiling works fine).Compiler Compliance Level has to be set to 1.8.java.lang.NullPointerException	at org.eclipse.jdt.internal.compiler.ast.AllocationExpression.resolvePart3(AllocationExpression.java:525)	at org.eclipse.jdt.internal.compiler.ast.AllocationExpression.checkAgainstFinalTargetType(AllocationExpression.java:728)	at org.eclipse.jdt.internal.compiler.ast.ConditionalExpression.checkAgainstFinalTargetType(ConditionalExpression.java:728)	at org.eclipse.jdt.internal.compiler.ast.ASTNode.resolvePolyExpressionArguments(ASTNode.java:739)	at org.eclipse.jdt.internal.compiler.lookup.Scope.inferInvocationType(Scope.java:5136)	at org.eclipse.jdt.internal.compiler.lookup.Scope.getConstructor0(Scope.java:2490)	at org.eclipse.jdt.internal.compiler.lookup.Scope.getConstructor(Scope.java:2429)	at org.eclipse.jdt.internal.compiler.ast.Statement.findConstructorBinding(Statement.java:362)	at org.eclipse.jdt.internal.compiler.ast.AllocationExpression.resolvePart2(AllocationExpression.java:511)	at org.eclipse.jdt.internal.compiler.ast.AllocationExpression.resolveType(AllocationExpression.java:486)	at org.eclipse.jdt.internal.compiler.ast.Expression.resolve(Expression.java:1020)	at org.eclipse.jdt.internal.compiler.ast.AbstractMethodDeclaration.resolveStatements(AbstractMethodDeclaration.java:619)	at org.eclipse.jdt.internal.compiler.ast.MethodDeclaration.resolveStatements(MethodDeclaration.java:299)	at org.eclipse.jdt.internal.compiler.ast.AbstractMethodDeclaration.resolve(AbstractMethodDeclaration.java:529)	at org.eclipse.jdt.internal.compiler.ast.TypeDeclaration.resolve(TypeDeclaration.java:1207)	at org.eclipse.jdt.internal.compiler.ast.TypeDeclaration.resolve(TypeDeclaration.java:1320)	at org.eclipse.jdt.internal.compiler.ast.CompilationUnitDeclaration.resolve(CompilationUnitDeclaration.java:587)	at org.eclipse.jdt.core.dom.CompilationUnitResolver.resolve(CompilationUnitResolver.java:1204)	at org.eclipse.jdt.core.dom.CompilationUnitResolver.resolve(CompilationUnitResolver.java:689)	at org.eclipse.jdt.core.dom.ASTParser.internalCreateAST(ASTParser.java:1183)	at org.eclipse.jdt.core.dom.ASTParser.createAST(ASTParser.java:809)	at org.eclipse.jdt.internal.ui.javaeditor.ASTProvider$1.run(ASTProvider.java:544)	at org.eclipse.core.runtime.SafeRunner.run(SafeRunner.java:42)	at org.eclipse.jdt.internal.ui.javaeditor.ASTProvider.createAST(ASTProvider.java:537)	at org.eclipse.jdt.internal.ui.javaeditor.ASTProvider.getAST(ASTProvider.java:480)	at org.eclipse.jdt.internal.ui.javaeditor.ASTProvider.getAST(ASTProvider.java:470)	at org.eclipse.jdt.internal.ui.javaeditor.ASTProvider.getAST(ASTProvider.java:470)	at org.eclipse.jdt.ui.SharedASTProvider.getAST(SharedASTProvider.java:128)	at org.eclipse.jdt.ui.OverrideIndicatorLabelDecorator.getOverrideIndicators(OverrideIndicatorLabelDecorator.java:161)	at org.eclipse.jdt.ui.OverrideIndicatorLabelDecorator.computeAdornmentFlags(OverrideIndicatorLabelDecorator.java:136)	at org.eclipse.jdt.ui.OverrideIndicatorLabelDecorator.decorate(OverrideIndicatorLabelDecorator.java:273)	at org.eclipse.ui.internal.decorators.LightweightDecoratorDefinition.decorate(LightweightDecoratorDefinition.java:273)	at org.eclipse.ui.internal.decorators.LightweightDecoratorManager$LightweightRunnable.run(LightweightDecoratorManager.java:83)	at org.eclipse.core.runtime.SafeRunner.run(SafeRunner.java:42)	at org.eclipse.ui.internal.decorators.LightweightDecoratorManager.decorate(LightweightDecoratorManager.java:367)	at org.eclipse.ui.internal.decorators.LightweightDecoratorManager.getDecorations(LightweightDecoratorManager.java:349)	at org.eclipse.ui.internal.decorators.DecorationScheduler$1.ensureResultCached(DecorationScheduler.java:372)	at org.eclipse.ui.internal.decorators.DecorationScheduler$1.run(DecorationScheduler.java:332)	at org.eclipse.core.internal.jobs.Worker.run(Worker.java:54)"
433879,4/30/2014 13:19,shankhba,"ArrayBinding cannot be cast to ReferenceBinding The following Java code:Class<? extends Exception>[] exceptions;try { // some stuff here} catch (exceptions[0] e) { // some more stuff here}causes the following error:Internal compiler error: java.lang.ClassCastException:org.eclipse.jdt.internal.compiler.lookup.ArrayBinding cannot be cast to org.eclipse.jdt.internal.compiler.lookup.ReferenceBinding at org.eclipse.jdt.internal.compiler.ast.TryStatement.verifyDuplicationAndOrder (TryStatement.java:1191)""Help -> About Eclipse -> (Eclipse logo)"" reports ""3.9.1.v20130911-1000"" as the version of the ""Eclipse Java Development Tools (org.eclipse.jdt)"" on my machine but 3.9.1 was not available in the version-menu above so I selected 3.8.2 instead (closest). I am using Kepler SR1."
433932,5/1/2014 9:37,daniel_megert,"Cancel moving a read-only resource error It is not possible to cancel moving a read-only resource.Selecting Cancel or No in the Check Move prompt result in InvocationTargetException wrapping this exception:java.lang.ArrayIndexOutOfBoundsException: 0	at org.eclipse.ltk.internal.core.refactoring.resource.MoveResourcesProcessor.getMoveDescription(MoveResourcesProcessor.java:186)	at org.eclipse.ltk.internal.core.refactoring.resource.MoveResourcesProcessor.createChange(MoveResourcesProcessor.java:220)	at org.eclipse.ltk.core.refactoring.participants.ProcessorBasedRefactoring.createChange(ProcessorBasedRefactoring.java:292)	at org.eclipse.ltk.core.refactoring.CreateChangeOperation.run(CreateChangeOperation.java:124)It seems there is an error in the implementation of MoveResourcesProcessor.getMoveDescription() - if and else statements must be swapped."
433989,5/2/2014 8:54,sasikanth.bharadwaj,Nested static generic class reference is incorrectly marked as compile error Created attachment 242632Screenshot of incorrect validation in latest stable build of Luna.class A<V> { public static class Container { public static class In<T> { public static class Inner<U> { } } public static <X> void doit() { new In.Inner<X>(); // compilation error } }}Mentioned piece of code is being reported by JDT to contain error with the following message: * The member type A.Container.In must be parameterized since it is qualified with a parameterized type (Java Problem)However the code is syntactically correct and can be compiled via javac. Tested on Eclipse Kepler Juno and Luna (see attached screenshot) builds.Originally asked as a question on StackOverflow - http://stackoverflow.com/questions/23416674/nested-generics-in-java
434159,5/6/2014 1:52,noopur_gupta,"[1.8][quick fix] does not provide a ""correct"" fix when a static and a default method in interface interface I {	public static void bar(int i) { }	public default void bar() {}} class Y implements I{	 public static void main(String[] args) { 	new Y().ba(0);//Use quick assist for this error	}}quick fix changes just the ba to bar (without mentioning / changing the parameter) but bar(int i) being static is not applicable in the context of new Y()."
434173,5/6/2014 4:12,noopur_gupta,"[1.8][quick fix] strictfp ignored for remove method suggestion interface I {	public strictfp void foo() { // Use quick assist -> remove method body		System.out.println(""Hellow""); 	}}quick fix suggests ""remove method body"" [one of the suggestions] for the above issue which would make foo an abstract method for which strictfp modifier is not allowed and hence results in an error"
434188,5/6/2014 6:33,markus.kell.r,"[quick fix] shows sign of quick fix but says no suggestions available. @FunctionalInterfaceinterface I {	public int foo(I i);}public class X {	public static int bar(I i) { return 0;}	public int foo(I i) {		I i1 = X::;// shows probable quick fix but says no suggestions.		return 0;	}}[not java 8 specific]"
434269,5/6/2014 18:12,markus.kell.r,[1.8][hovering] Support showing Javadoc for JavaFX properties - Take 2 In bug 424283 we have added support to copy the JavaDoc from a private field unfortunately the JavaFX people are not consistent on where they put it - looking at BorderPane#center the documentation is on the BorderPane#centerPropertyI guess this is too late to get into Luna SR0?
434307,5/7/2014 6:46,jarthana,M7 Regression. Java 7 no longer supported. I've just upgraded to M7. Disaster.All my Java 6/7 source code complains that JDT annotations are only available with Java 8 or higher and demands that I change projhect compliance and JRE to 1.8I have jdt.annotation 1.1.0.v20140129-1625 installed so surely this should preserve Juno/Kepler functionality.
434352,5/7/2014 12:14,daniel_megert,"[preferences] Store method parameter names preference doesn't capture what's really stored 4.4 M7.This was brought up by Noopur: ""Store method parameter names"" doesn't capture what's really stored e.g. 'final' modifier is also written to the class file.The spec talks about ""information"":""information about the formal parameters of a method such as their names. ""Therefore we should rename our preference to:Store information about method parameters (usable via reflection)"
434394,5/8/2014 5:05,srikanth_sankaran,"[1.8] inference fails in some cases when conditional expression is involved The following code causes compilation error in eclipse but compiles fine with javac.import java.util.ArrayList;import java.util.Collections;import java.util.Comparator;import java.util.List;public class InferenceProblem { public void bla() { boolean b = Boolean.TRUE.booleanValue(); List<String> c1 = new ArrayList<>(); Collections.sort(c1 new Foo(new State<>((b ? new Val<>(""AAAA"") : new Val<>(""BBBB""))))); // Cannot infer type arguments for State Collections.sort(c1new Foo(b ? new State<>(new Val<>(""AAAA"")) : new State<>(new Val<>(""BBBB"")))); // this is fine } static class Foo implements Comparator<String>{	 public Foo(State<String> st) {		 //	 }	@Override	public int compare(String o1 String o2) {		// TODO Auto-generated method stub		return 0;	}	 }	static class State<R> {		State(Val<?> o) {		}	}	static class Val<T> {		Val(T t) {}	}}"
434442,5/8/2014 12:24,jarthana,"ClassFormatError when using Enums in Java 8 Default interface methods Created attachment 242860simple switch with enumsException in thread ""main"" java.lang.ClassFormatError: Illegal field modifiers in class ecj/tests/I: 0x100A	at java.lang.ClassLoader.defineClass1(Native Method)	at java.lang.ClassLoader.defineClass(ClassLoader.java:760)	at java.security.SecureClassLoader.defineClass(SecureClassLoader.java:142)	at java.net.URLClassLoader.defineClass(URLClassLoader.java:455)	at java.net.URLClassLoader.access$100(URLClassLoader.java:73)	at java.net.URLClassLoader$1.run(URLClassLoader.java:367)	at java.net.URLClassLoader$1.run(URLClassLoader.java:361)	at java.security.AccessController.doPrivileged(Native Method)	at java.net.URLClassLoader.findClass(URLClassLoader.java:360)	at java.lang.ClassLoader.loadClass(ClassLoader.java:424)	at sun.misc.Launcher$AppClassLoader.loadClass(Launcher.java:308)	at java.lang.ClassLoader.loadClass(ClassLoader.java:357)	at java.lang.ClassLoader.defineClass1(Native Method)	at java.lang.ClassLoader.defineClass(ClassLoader.java:760)	at java.security.SecureClassLoader.defineClass(SecureClassLoader.java:142)	at java.net.URLClassLoader.defineClass(URLClassLoader.java:455)	at java.net.URLClassLoader.access$100(URLClassLoader.java:73)	at java.net.URLClassLoader$1.run(URLClassLoader.java:367)	at java.net.URLClassLoader$1.run(URLClassLoader.java:361)	at java.security.AccessController.doPrivileged(Native Method)	at java.net.URLClassLoader.findClass(URLClassLoader.java:360)	at java.lang.ClassLoader.loadClass(ClassLoader.java:424)	at sun.misc.Launcher$AppClassLoader.loadClass(Launcher.java:308)	at java.lang.ClassLoader.loadClass(ClassLoader.java:357)	at sun.launcher.LauncherHelper.checkAndLoadMain(LauncherHelper.java:495)"
434464,5/8/2014 21:50,het,Resource leak in APT classloader APT uses URLClassLoader which opens streams on its resources and does not ensure they are closed until URLClassLoader.close() is called. When APT clears its cached classloaders (org.eclipse.jdt.apt.core.internal.AnnotationProcessorFactoryLoader.uncacheProject(IJavaProject) org.eclipse.jdt.apt.core.internal.AnnotationProcessorFactoryLoader.resetAll() org.eclipse.jdt.apt.core.internal.AnnotationProcessorFactoryLoader.resetBatchProcessors(IJavaProject)) it only calls close() on the classloader if it is a JarClassLoader (a class which is actually not used anywhere). This means that resources opened by URLClassLoader are never closed.I propose that the code is changed to check if the classloader is a URLClassLoader instead of JarClassLoader.
434507,5/9/2014 10:11,noopur_gupta,"[1.8][clean up][quick assist] ""Convert anonymous to lambda"" results in ambiguous method error package p1;interface ISuper {	void foo(FI1 fi1);}interface ISub extends ISuper {	void foo(FI2 fi2);}// ---@FunctionalInterfaceinterface FI1 {	void abc();}@FunctionalInterfaceinterface FI2 {	void xyz();}// ---class Test1 {	private void test1() {		f1().foo(new FI1() {			@Override			public void abc() {	// [1]				System.out.println();			}		});	}		private ISub f1() {		return null;	}}abstract class Test2 implements ISub {	private void test2() {		foo(new FI1() {			@Override			public void abc() { // [2]				System.out.println();			}		});	}}class Test3 {	void foo(FI1 fi1) {}	void foo(FI2 fi2) {}	private void test3() {		foo(new FI1() {			@Override			public void abc() { // [3]				System.out.println();			}		});	}}-----------------------------------------------------------------------Apply the quick assist / cleanup at [1] [2] [3] in the above example.Bug 423439 handles only case [3].[1] and [2] result in ambiguous method error.ASTNodes.isTargetAmbiguous(Expression) uses methodBinding.getDeclaringClass() to look for overloaded methods.For [1] the type of the expression in invocation should be used and for [2] the enclosing type should be used.We should find the correct type to be visited by AmbiguousTargetMethodAnalyzer."
434527,5/9/2014 12:00,jarthana,Unable to create ecj.jar from ecjsrc.jar When bug 421017 was fixed the compliance and target platform for jdt.core bundle were moved to 1.6. These changes should reflect in the scripts/build.xml. Right now creating ecj.jar from the source jar fails with compiler errors because of lack of support for annotations (we started using annotations since bug 421017 was fixed). This should be addressed in Luna.
